ELCODE_BCD,sp_code_calc
ARAAD07021,pseuconcconc
ARAAD07030,pseuconcflor
ARAAD07050,pseurubr
ARAAD08010,terrcaro
ARAAD09010,tracscri
ARAAD09012,tracscrieleg
ARAAD09013,tracscritroo
ARAAE01010,kinobaur
ARAAE01050,kinosubr
ARAAE02030,stermino
ARAAE02040,kinoodor
ARAAG01030,apalspin
ARAAG01031,apalspinaspe
ARAAG01036,apalspinspin
ARACB02010,ophiatte
ARACD03020,hemiturc
ARACF01010,anolcaro
ARACF14130,scelundu
ARACH01010,plesanth
ARACH01050,eumefasc
ARACH01070,eumeinex
ARACH01080,eumelati
ARACH03010,scinlate
ARACJ02110,cnemsexl
ARADB02010,carpamoe
ARADB03010,cemococc
ARADB07010,colucons
ARADB10010,diadpunc
ARADB13022,elapgutt
ARADB13080,pantalle
ARADB14010,faraabac
ARADB14020,faraeryt
ARADB17020,heteplat
ARADB19012,lamprhom
ARADB19020,lampgetu
ARADB19080,lamptria
ARADB19054,lampelap
ARADB1905A,lamptriatria
ARADB19090,lampnigr
ARADB22020,neroeryt
ARADB22060,nerosipe
ARADB22070,nerotaxi
ARADB23010,opheaest
ARADB26010,pitumela
ARADB26012,pitumelamela
ARADB27030,liodrigi
ARADB27040,regisept
ARADB34010,stordeka
ARADB34030,storocci
ARADB35020,tantcoro
ARADB36120,thamsaur
ARADB36130,thamsirt
ARADB39010,virgstri
ARADB39020,virgvale
ARADB39022,virgvalepulc
ARADB39023,virgvalevale
ARADB47010,ophevern
ARADE01040,agkicont
ARADE01030,agkipisc
ARADE01043,crothorrpop
ARADE02040,crothorr1
ARADE02041,crothorratri
ARADG01010,rampbram
CAQU000001,commnbmipotofirs
CAQU000002,commnbmipotoseco
CAQU000003,commnbrarappfirs
CAQU000004,commnbrarappseco
CAQU000005,commnbrifirsorde
CAQU000006,commnbrisecoorde
CAQU000007,commnbrithirorde
CAQU000008,commnbrifourorde
CAQU000009,commncgrwicofirs
CAQU000010,commncgrwicoseco
CAQU000011,commncgrwicothir
CAQU000012,commnclojamefirs
CAQU000013,commnclojamethir
CAQU000014,commnclojamefour
CAQU000015,commnclopotothir
CAQU000016,commnclopotofour
CAQU000017,commnclorappfirs
CAQU000018,commnclorappseco
CAQU000019,commnclorappthir
CAQU000020,commnclorappfour
CAQU000021,commncmasecoorde
CAQU000022,commncmathirorde
CAQU000023,commncpasecoorde
CAQU000024,commncpathirorde
CAQU000025,commnplopotoseco
CAQU000026,commnplopotothir
CAQU000027,commnplopotofour
CAQU000028,commnplorappseco
CAQU000029,commnplorappthir
CAQU000030,commnpmafirsorde
CAQU000031,commnpmasecoorde
CAQU000032,commnpmafourorde
CAQU000033,commnpmijameseco1
CAQU000034,commnpmipotofirs1
CAQU000035,commnpmipotoseco1
CAQU000036,commnpmipotothir1
CAQU000037,commnpmipotofour1
CAQU000038,commnpmipotofirs2
CAQU000039,commnpmipotoseco2
CAQU000040,commnpmipotothir2
CAQU000041,commnpmipotofour2
CAQU000042,commnppafirsorde
CAQU000043,commnppasecoorde
CAQU000044,commnppathirorde
CAQU000045,commnprarappfirs
CAQU000046,commnprarappseco
CAQU000047,commnprarappthir
CAQU000048,commnprarappfour
CAQU000049,commnprifirsorde
CAQU000050,commnprithirorde
CAQU000051,commnprisecoorde
CAQU000052,commocchsecoorde
CAQU000053,commocealowedelm
CAQU000054,commocpolowedelm1
CAQU000055,commrvnoforkshen1
CAQU000056,commrvnoforkshen2
CAQU000057,commrvsoforkshen1
CAQU000058,commrvsoforkshen2
CAQU000059,commscapfirsorde
CAQU000060,commscapsecoorde
CAQU000061,commscblfirsorde
CAQU000062,commscblsecoorde
CAQU000063,commscchfirsorde
CAQU000064,commscchsecoorde
CAQU000065,commsclojameseco
CAQU000066,commsclojamefour
CAQU000067,commscnofirsorde
CAQU000068,commscnosecoorde
CAQU000069,commspapfirsorde
CAQU000070,commspapsecoorde
CAQU000071,commspapthirorde
CAQU000072,commspapfourorde
CAQU000073,commspmesecoorde
CAQU000074,commspmijameseco1
CAQU000075,commspmijamethir1
CAQU000076,commspmijameseco2
CAQU000077,commspnothirorde
CAQU000078,commncgrwicofour
CAQU000079,commncmafourorde
CAQU000080,commnplopotofirs
CAQU000081,commnplorappfirs
CAQU000082,commnppafourorde
CAQU000083,commnppafiftorde
CAQU000084,commnprarappfift
CAQU000085,commocpolowedelm2
CAQU000086,commrvnoforkshen3
CAQU000087,commscnofiftorde
CAQU000088,commspmethirorde
CAQU000089,commspmijamefour
CAQU000090,commrvupjamefirs
CAQU000091,commnbmijameseco
CAQU000092,commnbmijamethir
CAQU000093,commnbmijamefour
CAQU000094,commnpmijamethir1
CAQU000095,commnpmijamefour1
CAQU000096,commscmefourorde
CAQU000097,commnpmijamefift
CAQU000098,commnpmijamefour2
CAQU000099,commnpmijamethir2
CAQU000100,commnprififtorde
CAQU000101,commrvsoforkshen3
CAQU000102,commrvupjameseco
CAQU000103,commscblthirorde
CAQU000104,commscnofourorde
CAQU000105,commscnosixtorde
CAQU000106,commscnothirorde
CAQU000107,commspmefiftorde
CAQU000108,commspmefirsorde
CAQU000109,commnpmijameseco2
CAQU000110,commspmijamethir2
CAQU000111,commspnosecoorde
CAQU000112,commnclojameseco
CE00000800,commtidaswamfore
CEGL002386,commnuphadve
CEGL002420,commtaxodist1
CEGL002596,commthujocci1
CEGL003592,commpinupalu
CEGL003620,commpinutaed1
CEGL003683,commfraxamer1
CEGL003714,commquerstel1
CEGL003721,commqueralba1
CEGL003722,commqueralba2
CEGL003746,commcephocci1
CEGL003750,commquervirg1
CEGL003814,commkalmlati1
CEGL003818,commrhodcatashru
CEGL003833,commquervirg2
CEGL003839,commmoreceri1
CEGL003840,commmoreceri2
CEGL003843,commaruntectwet
CEGL003851,commpinusero1
CEGL003857,commphemtere
CEGL003881,commmorepens1
CEGL003895,commalnuserr1
CEGL003896,commplatocci1
CEGL003913,commrhodcatamaxi
CEGL003917,commalnuserr2
CEGL003921,commbacchali
CEGL003939,commkalmlati2
CEGL003950,commhudstome
CEGL004037,commquerphel1
CEGL004039,communiopani
CEGL004043,commcalabrev
CEGL004073,commplatocci2
CEGL004079,commtaxodist2
CEGL004082,commacerrubr1
CEGL004097,commsparpate1
CEGL004103,commcaretort
CEGL004111,commjuncscir
CEGL004112,commjunceffuherb
CEGL004117,commsparpate2
CEGL004129,commpanivirg1
CEGL004142,commlasapapupens
CEGL004143,commlasapapu
CEGL004186,commjuncroemtida
CEGL004192,commsparaltetida
CEGL004195,commsparcynotida
CEGL004197,commsparpate3
CEGL004201,commtyphangu1
CEGL004202,commzizaaqua
CEGL004238,commsaliocci
CEGL004240,commmorepens2
CEGL004242,commdantcomp
CEGL004252,commalnuserr3
CEGL004286,commjustamerherb
CEGL004293,commimpacape1
CEGL004296,commdiphcymo
CEGL004308,commsalivirgsali
CEGL004323,commneluluteherb
CEGL004331,commpodoceraherb
CEGL004333,commvallamer1
CEGL004336,commzostmarisemi
CEGL004341,commeraghypn1
CEGL004387,commumbimammnonv
CEGL004389,commumbimueh
CEGL004391,commasplmontspar
CEGL004392,commasplmont
CEGL004400,commcakieden
CEGL004418,commliqustyr1
CEGL004429,commnyssbifl1
CEGL004433,commpinusero2
CEGL004443,commjunivirg1
CEGL004445,commpinuechi
CEGL004472,commnuphadvetida
CEGL004476,commasplruta
CEGL004510,commsparamer
CEGL004524,commhydapetiherb
CEGL004539,commfagugran1
CEGL004628,commeleofall
CEGL004643,commquerpalu1
CEGL004644,commquerphelpago
CEGL004651,commnyssbifl2
CEGL004652,commpinusero3
CEGL004653,commtaxodist3
CEGL004654,commtaxodist4
CEGL004655,commtaxodist5
CEGL004656,commmoreceri3
CEGL004660,commjuncroem
CEGL004661,commcerademe
CEGL004678,commquermich
CEGL004705,commzizamilitida
CEGL004706,commpeltvirg1
CEGL004738,commjunivirg2
CEGL004793,commquermueh1
CEGL004817,commquerrubr1
CEGL004819,commmenzpilo
CEGL004821,commpinurigivirg
CEGL004968,commpinustro1
CEGL004973,commacersacc1
CEGL004983,commpicerube1
CEGL004991,commminuglab
CEGL004994,commacerrubr2
CEGL004996,commpinupungrigi
CEGL004999,commschiscop1
CEGL008474,commalnuserrswam
CEGL005131,commjunivirg3
CEGL005451,commspirpoly
CEGL006017,commquermueh2
CEGL006030,commquermueh3
CEGL006039,commandrgera
CEGL006040,commpinutaed2
CEGL006045,commprunsero1
CEGL006049,commabiefras
CEGL006052,commpinutaed3
CEGL006055,commfagugran2
CEGL006057,commquermont1
CEGL006058,commisoeripatida
CEGL006069,commcephocci2
CEGL006075,commfagugran3
CEGL006084,commschiscop2
CEGL006088,commfagugran4
CEGL006094,commnuphsagiperm
CEGL006102,commhottinfl
CEGL006110,commquerphel2
CEGL006124,commbetualle1
CEGL006132,commnysssylv1
CEGL006137,commpinutaed4
CEGL006146,commchamthyo
CEGL006167,commruppmarisemi
CEGL006170,commcaretetastri
CEGL006177,commcarehyaltida
CEGL006181,commhibimosc
CEGL006184,commbetunigr
CEGL006186,commlirituli1
CEGL006209,commcaryglab1
CEGL006212,commjunivirg4
CEGL006215,commquerstel2
CEGL006216,commqueralba3
CEGL006217,commacersacc2
CEGL006219,commnysssylv2
CEGL006223,commnyssbifl3
CEGL006231,commjunivirg5
CEGL006234,commjuncgera
CEGL006237,commacersacc3
CEGL006238,commacerrubr3
CEGL006240,commquerpalu2
CEGL006242,commcephocci3
CEGL006244,commpersamph
CEGL006245,commtyphlati
CEGL006249,commspirlaticorn
CEGL006255,commlirituli2
CEGL006258,commcaltpalu
CEGL006269,commqueralba4
CEGL006271,commquermont2
CEGL006277,commpicerube2
CEGL006282,commquermont3
CEGL006283,commfraxpenn
CEGL006286,commquermont4
CEGL006287,commnyssbifl4
CEGL006288,commpinuvirg1
CEGL006294,commfraxamer2
CEGL006299,commquermont5
CEGL006304,commlirituli3
CEGL006310,commcladmari
CEGL006319,commprunsero2
CEGL006325,commimpacape2
CEGL006342,commsparpate4
CEGL006348,commsalinigr
CEGL006350,commbacomonn
CEGL006352,commeriopark
CEGL006406,commacerrubr4
CEGL006413,commacerrubr5
CEGL006416,commsparalte1
CEGL006447,commcaretricherb
CEGL006459,commacersacc4
CEGL006471,commacersaccnigr
CEGL006472,commtiliamerhete
CEGL006474,commtsugcana1
CEGL006476,commplatocci3
CEGL006477,commpanivirg2
CEGL006478,commfraxamer3
CEGL006479,commhydrarbo
CEGL006481,commeupasero
CEGL006483,commeraghypn2
CEGL006484,commcarpcaro
CEGL006490,commquermontalba
CEGL006491,commhypeproleubo
CEGL006492,commlirituli4
CEGL006493,commfagugran5
CEGL006495,commquerrubr2
CEGL006497,commquerpalu3
CEGL006498,commquerphel3
CEGL006499,commalnuserr4
CEGL006548,commacerrubrsacc
CEGL006556,commpicerube3
CEGL006562,commpinuvirg2
CEGL006565,commbetulent
CEGL006572,commschiscop3
CEGL006578,commpeltvirg2
CEGL006579,commjustamertida
CEGL006586,commsparalte2
CEGL006597,commcarescab
CEGL006605,commquerphelpalu
CEGL006606,commacerrubr6
CEGL006611,commeleorost
CEGL006612,commschoamer
CEGL006637,commacersacc5
CEGL006639,commtsugcana2
CEGL006833,commacorcalatida
CEGL006840,commsparpate5
CEGL006843,commalnuserr5
CEGL006847,commivafrut1
CEGL006848,commivafrut2
CEGL006850,commtaxodist6
CEGL006913,commnelulutetida
CEGL006919,commfagugran6
CEGL007006,commliqustyr2
CEGL007013,commplatocci4
CEGL007027,commquervirg3
CEGL007054,commnyssbifl5
CEGL007056,commpinurigi
CEGL007073,commjunivirg6
CEGL007097,commpinupung
CEGL007130,commpicerube4
CEGL007131,commpicerube5
CEGL007139,commtsugcaro
CEGL007181,commfagugran7
CEGL007196,commcastdent1
CEGL007230,commqueralba5
CEGL007232,commqueralba6
CEGL007233,commqueralbarubr
CEGL007267,commquermont6
CEGL007285,commacersacc6
CEGL007286,commcastdent2
CEGL007299,commquerrubr3
CEGL007300,commquerrubr4
CEGL007403,commquerphel4
CEGL007431,commtaxodist7
CEGL007432,commtaxodist8
CEGL007449,commquermichpago
CEGL007540,commquernigr
CEGL007543,commlirituli5
CEGL007558,commnyssbifl6
CEGL007565,commacerrubr7
CEGL007695,commacersacc7
CEGL007696,commpeltvirg3
CEGL007699,commquermueh4
CEGL007710,commlirituli6
CEGL007720,commcaryglab2
CEGL007741,commsparcyno
CEGL007744,commeriagiga
CEGL007745,commeriastri
CEGL007748,commquermueh5
CEGL007771,commcaregyna
CEGL007853,commacerrubr8
CEGL007856,commvaccmacr
CEGL007857,commcarebarrherb
CEGL007858,commquerpalu4
CEGL007859,commoronaqua
CEGL007861,commbetualle2
CEGL008405,commlirituli7
CEGL008407,commtsugcana3
CEGL008408,commalnuserr6
CEGL008412,commacernigrsacc
CEGL008416,commacerrubr9
CEGL008426,commthujocci2
CEGL008435,commhydrarbophys
CEGL008449,commpinuvirg3
CEGL008458,commfraxamer4
CEGL008466,commacerflor
CEGL008473,commqueralba7
CEGL008475,commqueralba8
CEGL008501,commpicerube6
CEGL008502,commbetualle3
CEGL008504,commbetualle4
CEGL008506,commquerrubr5
CEGL008508,commaronmela
CEGL008509,commminugroe
CEGL008512,commlirituli8
CEGL008513,commtsugcana4
CEGL008514,commquerrubr6
CEGL008515,commqueralba9
CEGL008516,commquerrubr7
CEGL008517,commacersacc8
CEGL008518,commquerrubr8
CEGL008521,commqueralba10
CEGL008523,commquermont7
CEGL008524,commquermont8
CEGL008525,commpinuvirg4
CEGL008526,commquermont9
CEGL008528,commtiliamer
CEGL008529,commfraxamer5
CEGL008530,commpinuvirg5
CEGL008533,commbetualle5
CEGL008534,commcareechi
CEGL008536,commdierloni
CEGL008539,commpinustro2
CEGL008540,commquermont10
CEGL008542,commcareaqua
CESE01I006,commvallamer2
CESE01I008,commnympodorsemi
CESP01E003,commpeltvirg4
CESP01I031,commquerlyra
CESP01S004,commbetualle6
CESP02F016,commacerrubr10
CESP02H003,commsaliseri
CESP02K003,commcareutri
CESP02M001,commappaspraclif
CESP05G004,commtyphangu2
CEGL007211,commfagugran8
CEST04B012,commfraxamer6
CEST04F014,commjunivirg7
CEST04I002,commpinuvirg6
CEST06A002,commpinutaed5
CEST06B001,commcarypall
CP00000500,commsemiimpo
CP00001600,commmounpied1
CP00001800,commappabog
CP00001900,commmontwoodseep
CP00002000,commmontdeprswam
CP00002400,commcalcfen
CP00002800,commcoasplaidepr
CP00004600,comminteswal
CS00000100,commappakarsphre
CS00000200,commappacavestre
CS00000300,commappacavedrip
CS00000400,commappaterrripa
CS00000500,commappaterrdung
CS00000600,commappaedap
CT00001000,commrichcovefore
CT00003300,commmounpied2
CT00004400,commmounpied3
CT00005700,commmaridunegras
GCAVE00000,signcave
GKARST0000,signkarsarea
GSIGGEOLFT,signgeolfeat
IAOLI04010,stylbeat
IAOLI07010,cambfall
IAOLI09010,spelmult
ICBRA01040,eubrvern
ICBRA01060,eubrholm
ICBRA01130,eubrserr
ICBRA04040,eulidive1
ICBRA04100,eulisp1
ICBRA07140,streseal
ICBRA19040,cyzimexi
ICMAL01010,caecpric
ICMAL01030,caechols
ICMAL01040,caechenr
ICMAL01050,caecvand
ICMAL01100,caecincu
ICMAL01120,caecrecu
ICMAL01130,caecrich
ICMAL01150,caecsp3
ICMAL01300,caecphre
ICMAL01440,caecatte
ICMAL01450,caecbowm
ICMAL01460,caeccumb
ICMAL01770,caecmaus
ICMAL02010,amerhenr
ICMAL03010,lircculv
ICMAL05010,stygbigg
ICMAL05020,styggrac
ICMAL05030,stygpizz
ICMAL05040,stygtenu
ICMAL05042,stygtenupoto
ICMAL05080,styghoff
ICMAL05090,styginte
ICMAL05100,stygkenk
ICMAL05110,stygleen
ICMAL05120,stygmorr
ICMAL05130,stygmund
ICMAL05140,stygobru
ICMAL05150,stygpseu
ICMAL05170,stygabdi
ICMAL05180,stygbaro
ICMAL05190,stygconr
ICMAL05200,stygcumb
ICMAL05210,stygephe
ICMAL05220,stygeste
ICMAL05230,stygferg
ICMAL05240,styginde
ICMAL05250,stygphre
ICMAL05290,stygarae
ICMAL05300,stygmack
ICMAL05310,stygspin
ICMAL05730,stygfinl
ICMAL05740,stygsp8
ICMAL05750,styghubb
ICMAL05760,stygsp10
ICMAL05770,stygsp11
ICMAL05780,stygsp12
ICMAL05830,stygsext
ICMAL05840,stygsp16
ICMAL05B20,stygsp17
ICMAL05B30,stygsp18
ICMAL05B40,stygsp19
ICMAL05B50,stygsp20
ICMAL05B60,stygfoli
ICMAL05E90,stygmaus
ICMAL05X70,stygsp7
ICMAL05X90,stygsp23
ICMAL06040,crangrac
ICMAL06050,cranante
ICMAL06130,cransp3
ICMAL06170,cransp5
ICMAL06210,cranacic
ICMAL06220,cranmont
ICMAL06480,cranflor
ICMAL06290,cranshoe
ICMAL06300,cranlong
ICMAL06310,cranserr
ICMAL06340,crandisj
ICMAL06370,cranstag
ICMAL06400,cranpalu
ICMAL06410,cranbacu
ICMAL06430,cranfont
ICMAL06450,cranorie
ICMAL07010,cambdubi
ICMAL07060,cambparv
ICMAL07130,cambchas
ICMAL07160,cambdiog
ICMAL07280,cambbunt
ICMAL07290,camblong1
ICMAL07300,cambbart
ICMAL07301,cambcari
ICMAL07350,cambacum
ICMAL07070,camblong2
ICMAL07650,cambmono
ICMAL07890,cambangu
ICMAL07940,cambjeze
ICMAL07A90,cambthee
ICMAL07B20,cambhatf
ICMAL07B50,cambmage
ICMAL07B60,cambrobu
ICMAL07B80,cambappa
ICMAL07X20,cambspa
ICMAL08011,miktraco
ICMAL10030,gammpseu
ICMAL11130,orcoobsc
ICMAL11280,orcovirg
ICMAL11290,orcorust
ICMAL11390,orcoeric
ICMAL11410,orcoforc
ICMAL11480,orcolimo
ICMAL11610,orcoputn
ICMAL11670,orcoviri
ICMAL11810,orcocris
ICMAL14230,procacut
ICMAL14440,procclar
ICMAL14F90,proczona
ICMAL15120,fallfodi
ICMAL25050,bactangu
ICMAL26030,macrohio
ICMAL78010,ligielro
ICMAL78014,ligielroleen
ICMAL78015,ligielroscot
ICOST04010,ascecosm
IICLL01020,pseugisi
IICLL01021,pseugisivirg
IICLL01030,pseuorba
IICLL01040,pseutest
IICLL01060,pseuhirs1
IICLL01120,pseubona
IICLL01130,pseuereh
IICLL01140,pseuextr
IICLL01150,pseugran
IICLL01160,pseusp2
IICLL01170,pseusp31
IICLL01180,pseusp4
IICLL01220,pseuflat
IICLL01260,pseuvesp
IICLL04020,pygmbeni
IICLL04030,pygmclar
IICLL04080,pygmcaed
IICLL04090,pygmcaro
IICLL04100,pygmcomm
IICLL04110,pygmlacu
IICLL04120,pygmmars
IICLL04130,pygmpavo
IICLL04140,pygmsace
IICLL04150,pygmsilv
IICLL04270,pygmsext
IICLL04280,pygmobtu
IICLL05010,sinehoff
IICLL05030,sinebarr
IICLL05050,sinecave
IICLL06010,tomoflav
IICLL17020,onycjanu
IICLL18010,oncohubb
IICLL19010,schahubb
IICLL20010,typhvale
IICLL30010,palepete
IICLL31010,spelkenc
IICOL02010,cicidors1
IICOL02012,cicidorsmedi
IICOL02040,ciciform
IICOL02041,ciciformgene
IICOL02070,cicianco
IICOL02100,cicihirt
IICOL02104,cicihirthirt
IICOL026T0,cicitran
IICOL0220D,cicitrantran
IICOL02210,cicilimb
IICOL02230,cicipatr
IICOL02234,cicipatrpatr
IICOL02240,ciciduod
IICOL02250,cicilepi
IICOL02260,cicirufi
IICOL02263,cicirufirufi
IICOL02280,cicipurp
IICOL02285,cicipurppurp
IICOL02290,ciciscut
IICOL02293,ciciscutrugi
IICOL02310,ciciunip
IICOL02320,cicisple
IICOL02340,cicirepa
IICOL02343,cicireparepa
IICOL023D0,cicisexg
IICOL023Z0,cicipunc
IICOL023Z3,cicipuncpunc
IICOL024D0,ciciabdo
IICOL024V0,cicitrif
IICOL024V1,cicitrifasce
IICOL02670,cicimarg
IICOL026D0,cicigrat
IICOL03010,dryosexn
IICOL06010,sphascha
IICOL09010,hopeplan
IICOL0A010,megavirg
IICOL0A020,megacaro
IICOL0A022,tetrcarocaro
IICOL0H040,anthhoff
IICOL10170,ariajean
IICOL14020,coprhowd
IICOL41010,lordnige
IICOL42010,nicramer
IICOL42030,nicrdefo
IICOL42130,nicrcaro
IICOL4E091,pseupoto
IICOL4E150,pseuvica
IICOL4E180,pseuaver
IICOL4E220,pseucord
IICOL4E230,pseudece
IICOL4E240,pseuegbe
IICOL4E280,pseuhirs2
IICOL4E300,pseuhort
IICOL4E310,pseuhubb1
IICOL4E320,pseuhubr
IICOL4E370,pseuinte
IICOL4E400,pseulimi
IICOL4E410,pseulong
IICOL4E420,pseunels
IICOL4E480,pseuparv
IICOL4E510,pseupetr
IICOL4E520,pseupont
IICOL4E530,pseuprae
IICOL4E540,pseupunc
IICOL4E560,pseuquad
IICOL4E580,pseusanc
IICOL4E620,pseuseri
IICOL4E710,pseuvirg
IICOL4E720,pseuhoff
IICOL4E730,pseupusi
IICOL4E740,pseudeli
IICOL4E750,pseusecl
IICOL4E770,pseurotu
IICOL4E780,pseugrac
IICOL4E790,pseusp5
IICOL4E800,pseusp6
IICOL4E810,pseusp7
IICOL4E820,pseusp8
IICOL4E830,pseusp9
IICOL4E840,pseusp10
IICOL4E850,pseusp11
IICOL4E860,pseusp12
IICOL4E870,pseusp13
IICOL4E880,pseusp14
IICOL4ED40,pseusp45
IICOL4ED50,pseusp46
IICOL4ED60,pseusp47
IICOL4ED70,pseusp48
IICOL4EY70,pseusp43
IICOL4EY80,pseusp42
IICOL5F030,stengamm
IICOL5Q030,hydrappa
IICOL69030,rhadcaud
IICOL70010,laccschw
IICOL89010,hellnigr
IICOL90010,deltgibb
IICOL91010,nemahorn
IICOL92010,prioopac
IICOL93010,atheanne
IICOL93020,athetrog
IICOL94010,bratniti
IICOL9L010,pentpict
IICOLC4020,cyclinci
IICOLC5030,dicascul
IICOLD0010,diabcris
IICOLD2010,rybasp1
IICOLD3020,pseupygm
IICOLD3030,pseuleco
IICOLE2010,stenscha
IICOLG0010,callpnir
IICOLG4010,sosycost
IICOLG5010,pseugutt
IICOLG8010,phlosign
IICOLJL010,urogtria
IICOLX1320,phanigne
IICOLZ2020,helosulc
IICOLZB010,eucavari
IICOLZC010,hemimicr
IICOLZD010,hydrcast2
IICOLZE010,paratriv
IIDIP25010,tipulong
IIDIP26010,spelsemi
IIDIP26020,speltene
IIDIP27010,leptpara
IIDIP47020,wyeosmit
IIDIP49010,metrknab
IIDIP50010,fletflet
IIDIP66010,basiboar
IIEPH03020,homocaha
IIEPH04020,pseucent
IIEPH05110,baetrube
IIEPH08010,wayndent
IIEPH09080,sparmacu
IIEPH10030,telodefi
IIEPH10040,serrserr1
IIEPH10050,serrserr2
IIEPH11040,ephedoro
IIEPH11041,ephedorodoro
IIEPH11390,epheinva
IIEPH11080,tsalbern
IIEPH11120,epheexcr
IIEPH12070,epheblan
IIEPH15020,amelcryp
IIEPH15260,ameltart
IIEPH16020,isonarid
IIEPH16050,isontusc
IIEPH16110,isonhoff
IIEPH16150,isonserr
IIEPH16160,isongeor
IIEPH21030,siphcost
IIEPH26170,baetflav
IIEPH27020,leptjohn
IIEPH33030,paraassi
IIEPH33260,parajean
IIEPH35010,cloedipt
IIEPH39050,rhitanom
IIEPH40040,maccpudi
IIEPH40070,maccvica
IIEPH40090,maccmeri
IIEPH40100,maccmode
IIEPH40140,stenfemo
IIEPH40150,maccitha
IIEPH40170,maccmedi
IIEPH41020,habrcele
IIEPH43030,epeofrag
IIEPH43040,epeopleu
IIEPH43070,epeovitr
IIEPH45010,barbbenf
IIEPH50040,drunlata
IIEPH50050,druntube
IIEPH50060,drunwalk
IIEPH50070,drunalle
IIEPH52010,hetepete
IIEPH52060,iswaanok
IIEPH54010,anthmyop
IIEPH54020,anthvert
IIEPH54030,anthdist
IIEPH55010,atteatte
IIEPH59060,acenparv
IIEPH59090,acennadi
IIEPH71010,leucaphr
IIEPH71090,leucthet
IIEPH72030,neoecomp
IIEPH74010,procrivu
IIEPH75020,dannsimp
IIEPH78120,iswarubr
IIHEM01010,corimajo
IIHEM02010,chelvitt
IIHEM03010,stacapic
IIHEM04080,rampacum
IIHEM23010,nannaren
IIHEM27010,allomiss
IIHEM28020,chlodism
IIHEM35010,tomicomm
IIHEM36010,ploicaro
IIHEM36020,ploihirt
IIHEM39060,phythoff
IIHEM44020,ranaaust
IIHEM44030,ranadrak
IIHEM47010,elasatri
IIHEM52010,bothjohn
IIHEM53010,ctensher
IIHEM54010,pycnvirg1
IIHEM55010,euryalte
IIHEM56010,galgdenu
IIHEM57010,isthpice
IIHEM58010,oncoclav
IIHEM59010,pnirlang
IIHEM59020,pnirbrim
IIHEM60010,melacavi
IIHEM61010,stentipu
IIHEM66010,botomode
IIHEM74020,ioscchap
IIHEM80010,nepaapic
IIHEMA3010,limndiss
IIHEMB1010,acandent
IIHEMB8010,gnatliti
IIHEMC1010,ligydepi
IIHEMC2010,plagrepe
IIHEME0010,glypsalt
IIHEMH0010,neolcrat
IIHOM21010,adeltsug
IIHOM33010,triaphlo
IIHYM05010,macrcili
IIHYM05030,macrpate
IIHYM24110,bombferv
IIHYM24210,bombtern
IIHYM24220,bombterr
IIHYM24260,bombpens
IIHYM24310,bombsand
IIHYM24320,bombvari
IIHYM24330,bombcitr
IIHYM24440,bombfrat
IIHYM24510,bombbohe
IIHYM24520,bombfern
IIHYM351S0,andrmend
IIHYM52060,xylomica
IIHYM74040,melieick
IIHYM80050,tracdors
IIHYM87320,melitepa
IIHYM94010,epeopilo
IIHYM96480,collcili
IIHYMA2050,osmilign
IIHYMA2080,osmibuce
IIHYMA2110,osmifelt
IIHYMA2120,osmisimi
IIHYMA2130,osmiconj
IIHYMA2150,osmigeor
IIHYMA2190,osmidist
IIHYMA2200,osmiinsp
IIHYMA2220,osmipumi
IIHYMA2240,osmiatri
IIHYMA2250,osmicoll
IIHYMA2260,osmiilli
IIHYMA2300,osmivirg
IIHYMA2320,osmicaer
IIHYMA9280,megainte
IIHYMB0040,diansimi
IIHYMBT160,epeoamer
IIHYMBT200,epeobank
IIHYMC1040,nomimane
IILED0A160,coptperp
IILEK0C320,synacast
IILEL03120,givifran
IILEL04010,cossmagn
IILEP04020,eparclar
IILEP12010,urbaprot
IILEP12040,urbadora
IILEP14010,autocell
IILEP15010,achalyci
IILEP16010,thorbath
IILEP16020,thorpyla
IILEP16050,thorconf
IILEP25030,staphayh
IILEP37010,erynicel
IILEP37020,erynbriz
IILEP37021,erynbrizbriz
IILEP37030,erynjuve
IILEP37080,erynhora
IILEP37100,erynmart
IILEP37120,erynzaru
IILEP37140,erynluci
IILEP37150,erynbapt
IILEP37170,erynpers
IILEP38050,pyrgcomm
IILEP38060,pyrgalbe
IILEP41010,pholcatu
IILEP49010,nastlher
IILEP51010,lereacci
IILEP56010,ancynumi
IILEP58020,copamini
IILEP60010,thymline
IILEP61010,hylephyl
IILEP65060,hespleon
IILEP65100,hespmete
IILEP65120,hespatta
IILEP65122,hespattaslos
IILEP65160,hespsass
IILEP66010,policora
IILEP66060,polithem
IILEP66070,poliorig
IILEP66080,polimyst
IILEP66100,polivibe
IILEP67010,wallotho
IILEP67020,walleger
IILEP68010,pompvern
IILEP69010,atalcamp
IILEP70010,atryarog
IILEP70011,atryarogarog
IILEP70060,anatloga
IILEP71020,probbule
IILEP73020,poanhobo
IILEP73030,poanzabu
IILEP73050,poanaaro
IILEP73051,poanaaroaaro
IILEP73060,poanyehl
IILEP73070,poanviat
IILEP73072,poanviatziza
IILEP77020,euphpila
IILEP77030,euphdion
IILEP77050,euphduke
IILEP77051,euphdukeduke
IILEP77060,euphcons
IILEP77090,euphbima
IILEP77100,euphvest
IILEP77102,euphvestmeta
IILEP79010,atryhian
