ELCODE_BCD,sp_code_calc
PDAST3M4A0,erigvern
PDAST3P020,eupaalbu
PDAST3P021,eupaalbualbu
PDAST3P040,eupaanom
PDAST3P0A0,eupacann
PDAST3P0B0,eupacapi
PDAST3P0D0,eupacoel
PDAST3P0K0,eupadubi
PDAST3P0M0,eupafist
PDAST3P0U0,eupahyss
PDAST3P0U1,eupahysshyss
PDAST3P0U2,eupahysscalc
PDAST3P0U3,eupahysslaci
PDAST3P0U4,eupaline
PDAST3P0V0,fleiinca
PDAST3P110,eupaleuc
PDAST3P111,eupaleucleuc
PDAST3P140,eupamacu
PDAST3P142,eutrmacumacu
PDAST3P170,eupamohr
PDAST3P1C0,eupaperf
PDAST3P1G0,eupapurp
PDAST3P1G2,eupapurppurp
PDAST3P1G3,eupapurpamoe
PDAST3P1J0,euparecu
PDAST3P1P0,euparotu
PDAST3P1P2,euparotuovat
PDAST3P1P3,euparoturotu
PDAST3P1P5,eupacord
PDAST3P1R0,eupasemi
PDAST3P1S0,eupasero
PDAST3P1T0,eupasess
PDAST3P1T1,eupasessbrit
PDAST3P1T3,eupavase
PDAST3P1T4,eupasesssess
PDAST3P230,eupapilo
PDAST3P250,eupagodf
PDAST3P260,eupastee
PDAST3P280,eupaxpinn
PDAST3P2B0,eupasalt
PDAST3R020,euthgram
PDAST3R024,euthhirt
PDAST3R025,euthgramnutt
PDAST3R030,euthgymn
PDAST3R0B0,euthcaro
PDAST3T010,faceretu
PDAST3U060,filavulg
PDAST3V080,flavtrin
PDAST3Y0B0,gailpulc
PDAST3Z010,galiparv
PDAST3Z020,galiquad
PDAST44090,pseuhell
PDAST44091,pseuhellhell
PDAST44092,pseumicr
PDAST440G0,pseuobtu
PDAST440G4,gnapobtuobtu
PDAST440G5,gnapobtuprae
PDAST440S0,gnapulig
PDAST44170,pseustra
PDAST470K0,grinlanc
PDAST470W0,grinsqua
PDAST470W4,grinsquasqua
PDAST49010,guizabys
PDAST4L010,heleamar
PDAST4L011,heleamaramar
PDAST4L030,heleautu
PDAST4L032,heleautuautu
PDAST4L035,heleautuparv
PDAST4L070,helebrev
PDAST4L0B0,heleflex
PDAST4N020,heliangu
PDAST4N030,heliannu
PDAST4N070,heliatro
PDAST4N0E0,helidebi
PDAST4N0E1,helidebicucu
PDAST4N0F0,helideca
PDAST4N0H0,helidiva
PDAST4N0L0,heligiga
PDAST4N0P0,heligros
PDAST4N0R0,helihirs
PDAST4N0T0,helilaev
PDAST4N0V0,helimaxi
PDAST4N0W0,helimicr
PDAST4N0X0,helimoll
PDAST4N110,heliocci
PDAST4N113,heliocciocci
PDAST4N140,helipeti
PDAST4N142,helipetipeti
PDAST4N1G0,helistru
PDAST4N1H0,helitube
PDAST4N1N0,helixluxu
PDAST4N1P0,helixlaet
PDAST4N1Q0,helipauc
PDAST4N1Q1,helipaucpauc
PDAST4N1X0,helixglau
PDAST4Q020,heliheli
PDAST4Q021,heliheliscab
PDAST4Q023,heliheliheli
PDAST4V040,hetecamp
PDAST4V042,hetecampglan
PDAST4V0M0,hetesuba
PDAST4V0M1,hetesubalati
PDAST4V0M4,hetesubasuba
PDAST4W090,hieraura
PDAST4W0B0,hiercaes
PDAST4W0K0,hiertrai
PDAST4W0M0,hiergron
PDAST4W120,hierpani
PDAST4W130,hierpilo1
PDAST4W132,hierpilopilo
PDAST4W140,hierpilo2
PDAST4W1C0,hierscab
PDAST4W1C4,hierscabscab
PDAST4W1P0,hierveno
PDAST4W1P1,hiervenonudi
PDAST4W1P2,hiervenoveno
PDAST4W1U0,hierxmari
PDAST4W270,hierxflag
PDAST4W280,hierxflor
PDAST4W2B0,hierxscri
PDAST54040,hyporadi
PDAST55020,inulhele
PDAST58040,ivaannu
PDAST58090,ivafrut
PDAST58092,ivafrutorar
PDAST58093,ivafrutfrut
PDAST580B0,ivaimbr
PDAST580E0,ivaxant
PDAST5D010,krigbifl
PDAST5D020,krigcaes
PDAST5D030,krigdand
PDAST5D050,krigmont
PDAST5D070,krigvirg
PDAST5F010,lactbien
PDAST5F020,lactcana
PDAST5F030,lactflor
PDAST5F031,lactflorflor
PDAST5F032,lactflorvill
PDAST5F050,lacthirs
PDAST5F053,lacthirssang
PDAST5F055,lacthirshirs
PDAST5F070,lactsali
PDAST5F090,lactserr
PDAST5F0F0,lactxmors
PDAST5K020,lapscomm
PDAST5P010,leonautu
PDAST5P040,leontara
PDAST5V020,leuclacu
PDAST5V040,leucvulg
PDAST5X030,liataspe
PDAST5X032,liataspeinte
PDAST5X0Q0,liatscar
PDAST5X0Q3,liatscarscar
PDAST5X0S0,liatsphe
PDAST5X0T0,liatspic
PDAST5X0T2,liatspicresi
PDAST5X0T3,liatspicspic
PDAST5X0U0,liatsqua1
PDAST5X0U4,liatsquahirs
PDAST5X0U7,liatsquasqua
PDAST5X0U8,liatsquagrac
PDAST5X0V0,liatsqua2
PDAST5X0Y0,liatturg
PDAST5X1E0,liatpilo
PDAST5X1E3,liatpilopilo
PDAST5X1F0,liatvirg
PDAST5X1M0,liathell
PDAST650G0,madisati
PDAST68050,marsobov
PDAST68051,marsobovobov
PDAST68080,marstrin
PDAST69080,matrdisc
PDAST69090,matrrecu
PDAST6F070,mikascan
PDAST6Q010,onopacan
PDAST6V061,partauri
PDAST6V065,partintemabr
PDAST6V0B0,partinte
PDAST6V0C0,partinteinte
PDAST77020,picrhier
PDAST7B010,pityaspeaden
PDAST7B020,pityaspe
PDAST7B050,pitygram
PDAST7B052,pitymicr
PDAST7B054,pitygramlati
PDAST7E020,pluccamp
PDAST7E030,plucfoet
PDAST7E031,plucfoetfoet
PDAST7E060,plucodor
PDAST7E062,plucodorsucc
PDAST7E063,plucodorodor
PDAST7G010,polycana
PDAST7K020,prenalba
PDAST7K030,prenalti
PDAST7K050,nabaautu
PDAST7K0B0,nabaroan
PDAST7K0D0,prenserp
PDAST7K0E0,prentrif
PDAST7V010,pyrrcaro
PDAST7Z030,ratipinn
PDAST85040,rudbfulg
PDAST85042,rudbfulgfulg
PDAST85044,rudbfulgspec
PDAST85047,rudbfulgumbr
PDAST85070,rudbheli
PDAST85080,rudbhirt
PDAST85083,rudbhirthirt
PDAST85084,rudbhirtpulc
PDAST85090,rudblaci
PDAST85095,rudblacihumi
PDAST85097,rudblacibipi
PDAST8509A,rudblacilaci
PDAST850H0,rudbtril
PDAST850H3,rudbtriltril
PDAST850H4,rudbtrilbead
PDAST8E010,scleunif
PDAST8H040,packanon
PDAST8H050,packante
PDAST8H0C0,packaure
PDAST8H1G0,packglab
PDAST8H220,packmill
PDAST8H2A0,packobov
PDASTE60K4,packpauppaup
PDAST8H2F0,packplat
PDAST8H350,packtome
PDAST8H390,senevulg
PDAST8L036,silpasteaste
PDAST8L050,silpcomp
PDAST8L053,silpcompreni
PDAST8L054,silpcompcomp
PDAST8L080,silplaci
PDAST8L081,silplacilaci
PDAST8L0A0,silpperf
PDAST8L0A1,silpperfconn
PDAST8L0A2,silpperfperf
PDAST8L0G0,silptere
PDAST8L0M0,silptrif
PDAST8L0M1,silpastelati
PDAST8L0M2,silpastetrif
PDAST8L0T0,silpaste
PDAST8M010,silymari
PDAST8P030,soliargu
PDAST8P031,soliarguargu
PDAST8P033,soliargucaro
PDAST8P034,soliharr
PDAST8P060,solibico
PDAST8P070,solibuck
PDAST8P081,solicaes
PDAST8P0B0,solicana
PDAST8P0B3,solicanagilv
PDAST8P0B4,solicanaharg
PDAST8P0B6,solicanascab
PDAST8P0B9,solicanacana
PDAST8P0L0,solierec
PDAST8P0M0,solifist
PDAST8P0N0,soliflex
PDAST8P0Q0,soligiga
PDAST8P0S0,soligrac
PDAST8P0V0,solihisp
PDAST8P0V2,solihisphisp
PDAST8P0X0,solijunc
PDAST8P140,solinemo
PDAST8P141,solinemolong
PDAST8P143,solinemohale
PDAST8P170,soliodor
PDAST8P192,solisali
PDAST8P193,solipatu
PDAST8P1C0,solipine
PDAST8P1G0,solipube
PDAST8P1G1,solipubepube
PDAST8P1G2,solipubepulv
PDAST8P1L0,oligridd
PDAST8P1M0,solirigi
PDAST8P1M1,solirigiglab
PDAST8P1M3,solirigirigi
PDAST8P1N0,soliroan
PDAST8P1P0,solirugo
PDAST8P1P2,solirugoaspe
PDAST8P1P3,solirugospha
PDAST8P1P5,solirugorugo
PDAST8P1Q0,solirupe
PDAST8P1S0,solisemp
PDAST8P1S1,solisempmexi
PDAST8P1S2,solisempsemp
PDAST8P1X0,solispec
PDAST8P1Z0,solispha
PDAST8P210,solisqua
PDAST8P220,solitort
PDAST8P230,soliulig
PDAST8P235,soliuligulig
PDAST8P240,soliulmi
PDAST8P243,soliulmiulmi
PDAST8P290,solistri
PDAST8P2C0,soliflac
PDAST8P2E0,solilanc
PDAST8P2J0,solitard
PDAST8P2P0,solilati
PDAST8P2U4,solirace
PDAST8P2U5,solirand
PDAST8P3M0,solisimp
PDAST8P3N0,solifauc
PDAST8P430,solicurt
PDAST8Q050,solipter
PDAST8R010,soncarve
PDAST8R020,soncaspe
PDAST8R030,soncoler
PDAST91010,tageerec
PDAST91040,tageminu
PDAST91050,tagepatu
PDAST92050,tanavulg
PDAST930Q0,taralaev
PDAST930Y0,taraoffi
PDAST96010,tetrheli
PDAST9E010,tragdubi
PDAST9E050,tragporr
PDAST9E060,tragprat
PDAST9K010,tussfarf
PDAST9R020,verbalte
PDAST9R0D0,verbocci
PDAST9R0G0,verbvirg
PDAST9R0G2,verbvirgvirg
PDAST9S0B0,verngiga
PDAST9S0B1,verngigagiga
PDAST9S0C0,vernglau
PDAST9S0J0,vernnove
PDAST9Z010,xantspin
PDAST9Z020,xantstru
PDAST9Z021,xantstrucana
PDAST9Z022,xantstruglab
PDASTA2010,younjapo
PDASTA6030,cropdiva
PDASTBP020,smaluved
PDASTBX0C0,agerarom
PDASTBX0C1,ageraromarom
PDASTBX0C2,agerarominci
PDASTBX0D0,ageralti
PDASTBX0D3,ageraltiroan
PDASTBX0D4,ageraltialti
PDASTD2010,acrorepe
PDASTD7010,arnoatri
PDASTD7040,arnoreni
PDASTDF020,gamofalc
PDASTDF030,gamopens
PDASTDF040,gamopurp
PDASTDX010,senesuav
PDASTE4020,ionalina
PDASTE60H0,packcraw
PDASTE9100,sympconc
PDASTE80F0,sympdumo
PDASTE80F7,sympdumodumo
PDASTE80FA,sympdumosubu
PDASTE80J0,sympcord
PDASTE80K0,symplowr
PDASTE80L0,symperic
PDASTE80L4,sympericpros
PDASTE80L5,sympericeric
PDASTE80T0,sympgran
PDASTE80Y0,symplaev
PDASTE80Y1,symplaevconc
PDASTE80Y2,symplaevlaev
PDASTE8100,sympnova
PDASTE8110,symppate
PDASTE8113,symppatepate
PDASTE8120,sympphlo
PDASTE8130,symppilo
PDASTE8132,symppilopilo
PDASTE8134,symppiloprin
PDASTE8170,symppren
PDASTE8180,sympprat
PDASTE8190,sympelli
PDASTE8200,sympprae
PDASTE8201,symppraeangu
PDASTE8210,symppuni
PDASTE8211,symppunipuni
PDASTE8220,symplate
PDASTE8224,symplatehori
PDASTE8226,symplatelate
PDASTE8250,symprace
PDASTE8270,sympschi
PDASTE8290,sympshor
PDASTE8330,symptenu
PDASTE8350,sympundu
PDASTE8360,sympurop
PDASTE8400,sympnovi
PDASTE8407,sympnovielod
PDASTE8500,sympoblo
PDASTE8530,sympsubu
PDASTE8540,symplanc
PDASTE8702,sympontaonta
PDASTE8800,asteoole
PDASTE8802,asteooleoole
PDASTE9010,ocleacum
PDASTE9011,ocleacum1
PDASTEB060,eurychlo
PDASTEB0C0,eurycomp
PDASTEB0E0,eurymacr
PDASTEB0J0,euryradu
PDASTEB0M0,euryschr
PDASTEB0P0,eurysurc
PDASTEB0Q0,eurydiva
PDASTEB0U0,euryspec
PDASTEF030,seriaste
PDASTEF040,serilini
PDASTEH010,doelinfi
PDASTEH020,doelumbe
PDASTEM020,pseumaco
PDBAL01030,impabals
PDBAL01040,impacape
PDBAL01090,impapall
PDBER02010,berbcana
PDBER02040,berbthun
PDBER02050,berbvulg
PDBER03010,caulthal
PDBER03020,caulgiga
PDBER04010,diphcymo
PDBER05010,jeffdiph
PDBER06030,mahobeal
PDBER08010,podopelt
PDBET01020,alnuinca
PDBET01021,alnurugo
PDBET01070,alnuserr
PDBET02010,betualle
PDBET02011,betuallealle
PDBET02050,betulent1
PDBET020A0,betunigr
PDBET020C0,betupapy
PDBET020C2,betucord
PDBET020C4,betupapypapy
PDBET020F0,betupopu
PDBET03010,carpcaro
PDBET03012,carpcarocaro
PDBET03013,carpcarovirg
PDBET04010,coryamer
PDBET04030,corycorn
PDBET04032,corycorncorn
PDBET05030,ostrvirg
PDBET05031,ostrvirg1
PDBET05032,ostrvirgvirg
PDBIG04010,bigncapr
PDBIG05010,campradi2
PDBIG06010,catabign
PDBIG06040,cataspec
PDBOR02010,ancharve
PDBOR04010,aspeproc
PDBOR05010,boraoffi
PDBOR08010,buglarve
PDBOR0B070,cynooffi
PDBOR0B080,cynovirg
PDBOR0B082,cynovirgvirg
PDBOR0D050,echipust
PDBOR0D060,echivulg
PDBOR0G0U0,hackvirg
PDBOR0J010,heliampl
PDBOR0J080,helicura
PDBOR0J083,helicuracura
PDBOR0J090,helieuro
PDBOR0J0E0,heliindi
PDBOR0K050,lappsqua
PDBOR0L030,lithcane
PDBOR0L040,lithcaro
PDBOR0L080,lithlati
PDBOR0L0F0,lithtube
PDBOR0N0P0,mertvirg
PDBOR0P020,myosarve
PDBOR0P060,myosdisc
PDBOR0P080,myoslaxa
PDBOR0P090,myosmacr
PDBOR0P0A0,myosscor
PDBOR0P0B0,myosstri
PDBOR0P0D0,myosvern
PDBOR0S030,onosmoll
PDBOR0S031,onosmollhisp
PDBOR0S033,onosmollocci
PDBOR0S040,lithvirg2
PDBOR0X020,sympoffi
PDBRA01010,allipeti
PDBRA02010,alysalys
PDBRA05010,arabthal
PDBRA06060,arabcana
PDBRA060P0,turrglab
PDBRA060P1,arabglabglab
PDBRA060U0,arabhirs
PDBRA060U1,arabadpr
PDBRA060U4,arabhirspycn
PDBRA06100,arablaev
PDBRA06101,boecburk
PDBRA06102,arablaevlaev
PDBRA06140,arablyra
PDBRA06141,arablyralyra
PDBRA061D0,arabpate
PDBRA061G0,arabpers
PDBRA061W0,boecdent
PDBRA061W2,arabshorshor
PDBRA07010,roriaqua
PDBRA09020,aurisaxa
PDBRA0A030,barbvern
PDBRA0A040,barbvulg
PDBRA0B010,bertinca
PDBRA0C050,brasjunc
PDBRA0C060,brasnapu
PDBRA0C070,brasnigr
PDBRA0C080,brasoler
PDBRA0C0A0,brasrapa
PDBRA0D040,brayhumi
PDBRA0E010,bunieruc
PDBRA0E020,buniorie
PDBRA0F020,cakieden
PDBRA0F050,cakimari
PDBRA0G010,caleirre
PDBRA0H010,camemicr
PDBRA0H020,camesati
PDBRA0H022,camesatisati
PDBRA0J010,capsburs
PDBRA0K070,cardclem
PDBRA0K0D0,carddoug
PDBRA0K0E0,cardflag
PDBRA0K0F0,cardflex
PDBRA0K0G0,cardhirs
PDBRA0K0H0,cardimpa
PDBRA0K0V0,cardparv
PDBRA0K0V3,cardparvaren
PDBRA0K0Y0,cardpens
PDBRA0K0Z0,cardprat
PDBRA0K0Z4,cardpratprat
PDBRA0K120,cardrotu
PDBRA0K160,cardangu
PDBRA0K170,carddiph
PDBRA0K190,cardconc
PDBRA0K1D0,carddiss
PDBRA0K1F0,cardbulb
PDBRA0L020,carddrab
PDBRA0T010,conrorie
PDBRA0U010,corodidy
PDBRA0X030,descpinn
PDBRA0X031,descpinnbrac
PDBRA0X050,descsoph
PDBRA0Z020,diplmura
PDBRA0Z030,dipltenu
PDBRA110J0,drabbrac
PDBRA11250,drabramo
PDBRA11340,drabvern
PDBRA15010,erucgall
PDBRA160T0,eryscapi
PDBRA160T1,eryscapicapi
PDBRA16060,eryschei
PDBRA160L0,erysrepa
PDBRA1B010,hespmatr
PDBRA1K010,isattinc
PDBRA1M070,lepicamp
PDBRA1M090,lepidens
PDBRA1M095,lepidensdens
PDBRA1M0R0,lepiperf
PDBRA1M0V0,lepirude
PDBRA1M0W0,lepisati
PDBRA1M110,lepivirg
PDBRA1M115,lepivirgvirg
PDBRA1N0Q0,lesqgord
PDBRA1P010,lobumari
PDBRA1Q010,lunaannu
PDBRA1Q020,lunaredi
PDBRA24010,raphraph
PDBRA24020,raphsati
PDBRA25020,rapirugo
PDBRA270E0,roripalu
PDBRA270E1,roripalufern
PDBRA270E2,roripalupalu
PDBRA270E7,roripaluhisp
PDBRA270J0,rorisess
PDBRA270N0,rorisylv
PDBRA270T0,rorinast
PDBRA2A050,planvirg1
PDBRA2B020,sinaarve
PDBRA2C010,sisyalti
PDBRA2C060,sisyoffi
PDBRA2K010,teesnudi
PDBRA2P030,thlaarve
PDBRA2P060,thlaperf
PDBRA30010,moriarve
PDBUD01020,budddavi
PDBUD02010,polyproc
PDBUX02020,pachterm
PDCAB01010,brasschr
PDCAB02010,cabocaro
PDCAB02011,cabocarocaro
PDCAC0D0K0,opunhumi
PDCAC0D0K3,opunhumihumi
PDCAC0D1C0,opunstri
PDCAC0D1C2,opunstristri
PDCAM02030,campapar
PDCAM02090,campdiva
PDCAM020Q0,camprapu
PDCAM020T0,camprotu
PDCAM0E010,lobeamoe
PDCAM0E011,lobeamoeamoe
PDCAM0E012,lobegeor
PDCAM0E090,lobecard
PDCAM0E0F0,lobeelon
PDCAM0E0N0,lobeglan
PDCAM0E0V0,lobeinfl
PDCAM0E0Z0,lobenutt
PDCAM0E130,lobepube
PDCAM0E132,lobepubepube
PDCAM0E133,lobepubesimu
PDCAM0E180,lobesiph
PDCAM0E182,lobesiphsiph
PDCAM0E190,lobespic
PDCAM0E193,lobespiclept
PDCAM0E194,lobespicscap
PDCAM0E195,lobespicspic
PDCAM0N051,triobifl
PDCAM0N052,trioperf1
PDCAM0U010,campamer
PDCAR02010,agrogith
PDCAR040E0,arenlanu
PDCAR040E1,arenlanulanu
PDCAR040P0,arenserp
PDCAR040P1,arenserplept
PDCAR040P2,arenserpserp
PDCAR06050,ceraarve
PDCAR06053,ceraveluvelu
PDCAR06055,ceraarvearve
PDCAR06080,cerabrac1
PDCAR060B0,ceradiff
PDCAR060F0,cerafont
PDCAR060F4,cerafontvulg
PDCAR060G0,ceraglom
PDCAR060K0,ceranuta
PDCAR060L0,cerapumi
PDCAR060N0,cerasemi
PDCAR060Y0,cerabrac2
PDCAR08010,dianarme
PDCAR08020,dianbarb
PDCAR08040,diandelt
PDCAR08050,dianplum
PDCAR0C010,holoumbe
PDCAR0D010,honcpepl
PDCAR0D013,honcpeplrobu
PDCAR0F030,lychcoro
PDCAR0G060,minucaro
PDCAR0G0C0,minuglab
PDCAR0G0E0,minugroe
PDCAR0G0K0,minumich
PDCAR0G0K1,minumichmich
PDCAR0G0P0,minupatu1
PDCAR0G0P1,minupatu2
PDCAR0G0U0,minustri
PDCAR0H010,moehlate
PDCAR0K010,myosaqua
PDCAR0L020,paroargy
PDCAR0L030,parobald
PDCAR0L032,parobaldripa
PDCAR0L040,parocana
PDCAR0L0B0,parofast
PDCAR0L0B1,parofastfast
PDCAR0L0B2,parofastnutt
PDCAR0L0B3,parofastpale
PDCAR0L0J0,paromont
PDCAR0L0S0,parovirg
PDCAR0M010,petrprol
PDCAR0M020,petrsaxi
PDCAR0P030,sagidecu
PDCAR0P032,sagidecudecu
PDCAR0P0B0,sagisubu1
PDCAR0Q020,sapooffi
PDCAR0S010,scleannu
PDCAR0U040,sileanti
PDCAR0U060,silearme
PDCAR0U0B0,silecaro
PDCAR0U0B2,silecaropens
PDCAR0U0J0,siledich
PDCAR0U0K0,siledioi
PDCAR0U0N0,silegall
PDCAR0U120,silenive
PDCAR0U130,silenoct
PDCAR0U180,sileovat
PDCAR0U1B0,silepend
PDCAR0U1J0,silerotu
PDCAR0U1T0,silestel
PDCAR0U220,silevirg
PDCAR0U224,silevirgvirg
PDCAR0U230,silevulg
PDCAR0U290,silelati
PDCAR0U291,silelatialba
PDCAR0V010,sperarve
PDCAR0V011,sperarvearve
PDCAR0V012,sperarvesati
PDCAR0V020,sperpent
PDCAR0W0A0,sperrubr
PDCAR0W0D0,spersali
PDCAR0X020,stelalsi
PDCAR0X080,stelcore
PDCAR0X0F0,stelgram
PDCAR0X0M0,stellong
PDCAR0X0P0,stelmedi
PDCAR0X0P1,stelmedimedi
PDCAR0X0P3,stelmedipall
PDCAR0X0X0,stelpros
PDCAR0X0Y0,stelpube
PDCAR0Y020,stipseta
PDCAR0Y022,stipsetaseta
PDCAR0Z020,vacchisp
PDCEL03010,celaorbi
PDCEL03020,celascan
PDCEL05010,euonalat
PDCEL05020,euonamer
PDCEL05030,euonatro
PDCEL05031,euonatroatro
PDCEL05040,euoneuro
PDCEL05050,euonfort
PDCEL0A010,paxicanb
PDCER01010,cerademe
PDCER01040,ceraechi
PDCHE040P0,atriglab
PDCHE041F4,atripatu
PDCHE041N0,atripros
PDCHE041Q0,atrirose
PDCHE041V0,atridioi
PDCHE042Z0,atrimucr
PDCHE06010,basshirs
PDCHE09030,chenalbu
PDCHE09032,chenalbumiss
PDCHE09033,chenalbualbu
PDCHE09040,chenambr
PDCHE09042,chenambrambr
PDCHE09070,chenberl
PDCHE09071,chenberlberl
PDCHE09072,chenberlbosc
PDCHE09073,chenberlzsch
PDCHE09075,chenberlbush
PDCHE090A0,chenbotr
PDCHE090H0,chendesi
PDCHE090J0,chenfogg
PDCHE090P0,chenglau
PDCHE090V0,chenlept
PDCHE090W0,chenberlmacr
PDCHE090Z0,chenmult
PDCHE09100,chenmura
PDCHE091A0,chenpumi
PDCHE091E0,chenstan
PDCHE091M0,chenprat
PDCHE091N0,chensali
PDCHE091P0,chensimp
PDCHE091Q0,chencari
PDCHE0B010,cyclatri
PDCHE0E040,kochscop
PDCHE0J030,salivirg
PDCHE0J040,salibige
PDCHE0J060,salimari
PDCHE0K060,salscaro
PDCHE0K081,salskali
PDCHE0K082,salstrag
PDCHE0M030,sarcpere
PDCHE0P050,suaeline
PDCHE0P060,suaemari
PDCHE0P063,suaemarimari
PDCIS02020,crocbick
PDCIS02030,helicana
PDCIS020C0,crocprop
PDCIS03030,hudstome
PDCIS04040,lechinte
PDCIS04042,lechinteinte
PDCIS04060,lechmari
PDCIS04063,lechmarivirg
PDCIS04064,lechmarimari
PDCIS04080,lechmino
PDCIS04090,lechpulc
PDCIS04094,lechpulcpulc
PDCIS040A0,lechrace
PDCIS040C0,lechsess
PDCIS040E0,lechtenu
PDCIS040F0,lechtorr
PDCIS040L0,lechmucr
PDCLC01010,calyflor
PDCLC01011,calyflorflor
PDCLC01012,calyflorglau
PDCLE01010,cletacum
PDCLE01040,cletalni
PDCLL01040,callhete
PDCLL01042,callhetehete
PDCLL010A0,callstag
PDCLL010B0,callterr
PDCLL010F0,callpalu
PDCLU03010,hypeadpr
PDCLU03070,hypecana
PDCLU030E0,hypedens
PDCLU030E1,hypeinte
PDCLU030F0,hypedent
PDCLU030H0,hypediss
PDCLU030K0,hypedrum
PDCLU030M0,hypeelli
PDCLU030R0,hypefron
PDCLU030T0,hypegent
PDCLU030W0,hypegymn
PDCLU030X2,hypestra
PDCLU030X3,hypehype
PDCLU03100,hypelloy
PDCLU03140,hypemitc
PDCLU03150,hypemuti
PDCLU03180,hypenudi
PDCLU031A0,hypeperf
PDCLU031B0,hypeprol
PDCLU031C0,hypepseu
PDCLU031D0,hypepunc
PDCLU031G0,hypeseto
PDCLU031J0,hypecrux
PDCLU031R0,hypebore
PDCLU031W0,hypeharp
PDCLU031X0,hypevirg
PDCLU06010,triafras
PDCLU06020,triatubu
PDCLU06030,triavirg
PDCLU06040,triawalt
PDCNB04010,cannsati
PDCNB0B010,humujapo
PDCNB0B020,humulupu
PDCNB0B021,humulupulupu1
PDCNB0B022,humulupulupu2
PDCNB0B024,humulupupube
PDCON04020,calycate
PDCON04021,calycatecate
PDCON04070,calymaco
PDCON040E0,calysepi
PDCON040E1,calysepiamer
PDCON040E5,calysepiappa
PDCON040E7,calysepilimn
PDCON040E8,calysepisepi
PDCON040F0,calysold
PDCON040G0,calyspit
PDCON040G1,calyspitpurs
PDCON040G2,calyspitspit
PDCON040L0,calysilv
PDCON040L1,calysilvfrat
PDCON040N0,calypell
PDCON05020,convarve
PDCON08030,dichcaro
PDCON0A0A0,ipomcocc
PDCON0A0M0,ipomlacu
PDCON0A0X0,ipomnil
PDCON0A120,ipompand
PDCON0A160,ipompurp
PDCON0A170,ipomquam
PDCON0A1T0,ipomwrig
PDCON0A1V0,ipomhede
PDCON0A2N0,ipomxleuc
PDCON0B0B0,jacqtamn
PDCON0H030,stylhumi
PDCOR01010,cornalte
PDCOR01020,cornamom1
PDCOR01021,cornamom2
PDCOR01022,cornobli
PDCOR01040,corncana
PDCOR01060,cornflor
PDCOR01070,cornfoem
PDCOR010B0,cornrugo
PDCOR010C0,cornseri
PDCOR010C2,cornseriseri
PDCOR010L0,cornrace
PDCPP03040,cleohass
PDCPP030F0,cleospin
PDCPP08010,poladode
PDCPP08011,poladodedode
PDCPP08013,poladodetrac
PDCPR01010,dierloni
PDCPR01030,diersess
PDCPR03040,lonicana
PDCPR03080,lonidioi
PDCPR03082,lonidioidioi
PDCPR03084,lonidioiorie
PDCPR030B0,lonifrag
PDCPR030G0,lonijapo
PDCPR030J0,lonimaac
PDCPR030K0,lonimorr
PDCPR030P0,lonisemp
PDCPR030P1,lonisemphirs
PDCPR030P2,lonisempsemp
PDCPR030Q0,lonistan
PDCPR030S0,lonitata
PDCPR030V0,lonixylo
PDCPR030X0,lonixbell
PDCPR04050,sambnigr
PDCPR04060,sambrace
PDCPR04061,sambracepube
PDCPR04062,sambraceleuc
PDCPR040A0,sambcana
PDCPR05020,sympalbu
PDCPR05021,sympalbualbu
PDCPR05022,sympalbulaev
PDCPR05090,symporbi
PDCPR06010,trioangu
PDCPR06020,trioaura
PDCPR06021,trioauraaura
PDCPR06030,trioperf2
PDCPR07010,vibuacer
PDCPR07061,vibudentdeam
PDCPR07064,vibudentveno
PDCPR070A0,vibulant
PDCPR070B0,vibulent
PDCPR070E1,vibucass
PDCPR070E2,vibunudu
PDCPR070G0,vibuopul
PDCPR070H0,vibuplic
PDCPR070J0,vibuprun
PDCPR070K0,viburafi
PDCPR070K1,viburafiaffi
PDCPR070K2,viburafirafi
PDCPR070L0,vibureco
PDCPR070M0,viburufi
PDCPR070R0,vibudila
PDCPR07130,vibudent
PDCRA03010,diamsmal
PDCRA0A010,seduacre
PDCRA0A040,sedualbo
PDCRA0A0C0,seduglau
PDCRA0A110,sedupulc
PDCRA0A180,sedurupe
PDCRA0A1A0,sedusarm
PDCRA0A1J0,sedutele1
PDCRA0A1K0,sedutele2
PDCRA0A1K2,sedupurp
PDCRA0A1L0,sedutern
PDCRA0B020,semptect
PDCRA0E010,pentsedo
PDCUC06020,citrlana
PDCUC09030,cucumelo
PDCUC0A090,cucupepo
PDCUC0C010,echiloba
PDCUC0H010,luffacut
PDCUC0K020,melopend
PDCUC0K024,melopendpend
PDCUC0N020,sicyangu
PDCUS010B0,cuscceph
PDCUS010C0,cusccomp
PDCUS010C1,cusccompcomp
PDCUS010D0,cusccory
PDCUS010K0,cuscepit
PDCUS010T0,cuscgron
PDCUS010T3,cuscgronlati
PDCUS010T5,cuscgrongron
PDCUS010W0,cuscinde
PDCUS01140,cuscpent
PDCUS01142,cuscpentpent
PDCUS01170,cuscpoly
PDCUS01180,cuscrost
PDCYR02010,cyrirace
PDDIA02010,galaurce
PDDIA03010,pyxibarb1
PDDIA03012,pyxibarb2
PDDIP02011,dipsfull
PDDIP02012,dipssylv
PDDIP02020,dipslaci
PDDRO02020,drosbrev
PDDRO02030,droscapi
PDDRO02050,drosinte
